p,phi,theta
-0.7863477786762445,51.22677193148639,105.18361874917312
-0.7863477786762445,56.223432336627745,105.18361874917312
-0.7863477786762445,56.87656829539055,105.18361874917312
-0.7863477786762445,61.896674610189535,105.18361874917312
-0.7863477786762445,64.81152076186775,105.18361874917312
-0.7863477786762445,64.9529456343452,105.18361874917312
-0.7863477786762445,67.01607444081174,105.18361874917312
-0.7863477786762445,69.8525230997197,105.18361874917312
-0.7863477786762445,72.85942073354605,105.18361874917312
-0.7863477786762445,76.28604816576977,105.18361874917312
-0.7863477786762445,79.0952473444516,105.18361874917312
-0.7863477786762445,81.51176136730015,105.18361874917312
-0.7863477786762445,83.75813428354947,105.18361874917312
-0.7863477786762445,90.0,105.18361874917312
-0.7863477786762445,0.0,108.32544873800917
-0.7863477786762445,1.3058072655819544,108.32544873800917
-0.7863477786762445,21.790342278515187,108.32544873800917
-0.7863477786762445,28.3448432376915,108.32544873800917
-0.7863477786762445,31.427919388981753,108.32544873800917
-0.7863477786762445,34.40411513734946,108.32544873800917
-0.7863477786762445,37.634093253607105,108.32544873800917
-0.7863477786762445,42.146433490864645,108.32544873800917
-0.7863477786762445,44.53210443258429,108.32544873800917
-0.7863477786762445,51.22677193148639,108.32544873800917
-0.7863477786762445,56.87656829539055,108.32544873800917
-0.7863477786762445,61.896674610189535,108.32544873800917
-0.7863477786762445,64.81152076186775,108.32544873800917
-0.7863477786762445,72.85942073354605,108.32544873800917
-0.7863477786762445,76.21007682085786,108.32544873800917
-0.7863477786762445,79.0952473444516,108.32544873800917
-0.7863477786762445,81.51176136730015,108.32544873800917
-0.7863477786762445,83.75813428354947,108.32544873800917
-0.7863477786762445,84.51121065108913,108.32544873800917
-0.7863477786762445,88.6510103787958,108.32544873800917
-0.7863477786762445,89.82616170455877,108.32544873800917
-0.7863477786762445,0.0,11.512970124505006
-0.7863477786762445,1.3058072655819544,11.512970124505006
-0.7863477786762445,15.032124429870244,11.512970124505006
-0.7863477786762445,21.790342278515187,11.512970124505006
-0.7863477786762445,28.3448432376915,11.512970124505006
-0.7863477786762445,31.427919388981753,11.512970124505006
-0.7863477786762445,34.40411513734946,11.512970124505006
-0.7863477786762445,44.53210443258429,11.512970124505006
-0.7863477786762445,48.16588941493232,11.512970124505006
-0.7863477786762445,51.70912915826938,11.512970124505006
-0.7863477786762445,56.87656829539055,11.512970124505006
-0.7863477786762445,61.896674610189535,11.512970124505006
-0.7863477786762445,64.9529456343452,11.512970124505006
-0.7863477786762445,69.8525230997197,11.512970124505006
-0.7863477786762445,76.21007682085786,11.512970124505006
-0.7863477786762445,79.0952473444516,11.512970124505006
-0.7863477786762445,83.75813428354947,11.512970124505006
-0.7863477786762445,84.51121065108913,11.512970124505006
-0.7863477786762445,89.82616170455877,11.512970124505006
-0.7863477786762445,90.0,11.512970124505006
-0.7863477786762445,0.0,11.83445409188748
-0.7863477786762445,1.3058072655819544,11.83445409188748
-0.7863477786762445,15.032124429870244,11.83445409188748
-0.7863477786762445,21.790342278515187,11.83445409188748
-0.7863477786762445,28.3448432376915,11.83445409188748
-0.7863477786762445,31.427919388981753,11.83445409188748
-0.7863477786762445,34.40411513734946,11.83445409188748
-0.7863477786762445,37.634093253607105,11.83445409188748
-0.7863477786762445,51.22677193148639,11.83445409188748
-0.7863477786762445,56.223432336627745,11.83445409188748
-0.7863477786762445,56.87656829539055,11.83445409188748
-0.7863477786762445,64.81152076186775,11.83445409188748
-0.7863477786762445,64.9529456343452,11.83445409188748
-0.7863477786762445,69.8525230997197,11.83445409188748
-0.7863477786762445,72.85942073354605,11.83445409188748
-0.7863477786762445,79.0952473444516,11.83445409188748
-0.7863477786762445,81.51176136730015,11.83445409188748
-0.7863477786762445,83.75813428354947,11.83445409188748
-0.7863477786762445,84.51121065108913,11.83445409188748
-0.7863477786762445,90.0,11.83445409188748
-0.7863477786762445,1.3058072655819544,126.70512078531772
-0.7863477786762445,21.790342278515187,126.70512078531772
-0.7863477786762445,28.3448432376915,126.70512078531772
-0.7863477786762445,31.427919388981753,126.70512078531772
-0.7863477786762445,37.634093253607105,126.70512078531772
-0.7863477786762445,42.146433490864645,126.70512078531772
-0.7863477786762445,44.53210443258429,126.70512078531772
-0.7863477786762445,48.16588941493232,126.70512078531772
-0.7863477786762445,51.22677193148639,126.70512078531772
-0.7863477786762445,51.70912915826938,126.70512078531772
-0.7863477786762445,56.87656829539055,126.70512078531772
-0.7863477786762445,61.896674610189535,126.70512078531772
-0.7863477786762445,64.81152076186775,126.70512078531772
-0.7863477786762445,69.8525230997197,126.70512078531772
-0.7863477786762445,76.21007682085786,126.70512078531772
-0.7863477786762445,79.0952473444516,126.70512078531772
-0.7863477786762445,83.75813428354947,126.70512078531772
-0.7863477786762445,84.51121065108913,126.70512078531772
-0.7863477786762445,88.6510103787958,126.70512078531772
-0.7863477786762445,1.3058072655819544,154.48887533525937
-0.7863477786762445,15.032124429870244,154.48887533525937
-0.7863477786762445,28.3448432376915,154.48887533525937
-0.7863477786762445,31.427919388981753,154.48887533525937
-0.7863477786762445,34.40411513734946,154.48887533525937
-0.7863477786762445,37.634093253607105,154.48887533525937
-0.7863477786762445,42.146433490864645,154.48887533525937
-0.7863477786762445,44.53210443258429,154.48887533525937
-0.7863477786762445,48.16588941493232,154.48887533525937
-0.7863477786762445,51.22677193148639,154.48887533525937
-0.7863477786762445,51.70912915826938,154.48887533525937
-0.7863477786762445,56.223432336627745,154.48887533525937
-0.7863477786762445,56.87656829539055,154.48887533525937
-0.7863477786762445,67.01607444081174,154.48887533525937
-0.7863477786762445,69.8525230997197,154.48887533525937
-0.7863477786762445,72.85942073354605,154.48887533525937
-0.7863477786762445,76.21007682085786,154.48887533525937
-0.7863477786762445,76.28604816576977,154.48887533525937
-0.7863477786762445,79.0952473444516,154.48887533525937
-0.7863477786762445,81.51176136730015,154.48887533525937
-0.7863477786762445,83.75813428354947,154.48887533525937
-0.7863477786762445,84.51121065108913,154.48887533525937
-0.7863477786762445,88.6510103787958,154.48887533525937
-0.7863477786762445,89.82616170455877,154.48887533525937
-0.7863477786762445,90.0,154.48887533525937
-0.7863477786762445,0.0,154.95052976430603
-0.7863477786762445,1.3058072655819544,154.95052976430603
-0.7863477786762445,15.032124429870244,154.95052976430603
-0.7863477786762445,21.790342278515187,154.95052976430603
-0.7863477786762445,28.3448432376915,154.95052976430603
-0.7863477786762445,31.427919388981753,154.95052976430603
-0.7863477786762445,34.40411513734946,154.95052976430603
-0.7863477786762445,37.634093253607105,154.95052976430603
-0.7863477786762445,44.53210443258429,154.95052976430603
-0.7863477786762445,51.22677193148639,154.95052976430603
-0.7863477786762445,56.223432336627745,154.95052976430603
-0.7863477786762445,61.896674610189535,154.95052976430603
-0.7863477786762445,64.81152076186775,154.95052976430603
-0.7863477786762445,64.9529456343452,154.95052976430603
-0.7863477786762445,72.85942073354605,154.95052976430603
-0.7863477786762445,76.21007682085786,154.95052976430603
-0.7863477786762445,76.28604816576977,154.95052976430603
-0.7863477786762445,81.51176136730015,154.95052976430603
-0.7863477786762445,88.6510103787958,154.95052976430603
-0.7863477786762445,89.82616170455877,154.95052976430603
-0.7863477786762445,90.0,154.95052976430603
-0.7863477786762445,1.3058072655819544,164.8508707925965
-0.7863477786762445,21.790342278515187,164.8508707925965
-0.7863477786762445,28.3448432376915,164.8508707925965
-0.7863477786762445,31.427919388981753,164.8508707925965
-0.7863477786762445,37.634093253607105,164.8508707925965
-0.7863477786762445,44.53210443258429,164.8508707925965
-0.7863477786762445,48.16588941493232,164.8508707925965
-0.7863477786762445,51.70912915826938,164.8508707925965
-0.7863477786762445,56.223432336627745,164.8508707925965
-0.7863477786762445,56.87656829539055,164.8508707925965
-0.7863477786762445,64.81152076186775,164.8508707925965
-0.7863477786762445,64.9529456343452,164.8508707925965
-0.7863477786762445,67.01607444081174,164.8508707925965
-0.7863477786762445,69.8525230997197,164.8508707925965
-0.7863477786762445,76.21007682085786,164.8508707925965
-0.7863477786762445,76.28604816576977,164.8508707925965
-0.7863477786762445,79.0952473444516,164.8508707925965
-0.7863477786762445,81.51176136730015,164.8508707925965
-0.7863477786762445,88.6510103787958,164.8508707925965
-0.7863477786762445,89.82616170455877,164.8508707925965
-0.7863477786762445,0.0,175.4274557178028
-0.7863477786762445,21.790342278515187,175.4274557178028
-0.7863477786762445,31.427919388981753,175.4274557178028
-0.7863477786762445,37.634093253607105,175.4274557178028
-0.7863477786762445,42.146433490864645,175.4274557178028
-0.7863477786762445,56.223432336627745,175.4274557178028
-0.7863477786762445,56.87656829539055,175.4274557178028
-0.7863477786762445,64.81152076186775,175.4274557178028
-0.7863477786762445,64.9529456343452,175.4274557178028
-0.7863477786762445,67.01607444081174,175.4274557178028
-0.7863477786762445,69.8525230997197,175.4274557178028
-0.7863477786762445,72.85942073354605,175.4274557178028
-0.7863477786762445,76.21007682085786,175.4274557178028
-0.7863477786762445,76.28604816576977,175.4274557178028
-0.7863477786762445,84.51121065108913,175.4274557178028
-0.7863477786762445,88.6510103787958,175.4274557178028
-0.7863477786762445,89.82616170455877,175.4274557178028
-0.7863477786762445,90.0,175.4274557178028
-0.7863477786762445,0.0,179.1537198540421
-0.7863477786762445,1.3058072655819544,179.1537198540421
-0.7863477786762445,31.427919388981753,179.1537198540421
-0.7863477786762445,37.634093253607105,179.1537198540421
-0.7863477786762445,42.146433490864645,179.1537198540421
-0.7863477786762445,44.53210443258429,179.1537198540421
-0.7863477786762445,51.70912915826938,179.1537198540421
-0.7863477786762445,56.223432336627745,179.1537198540421
-0.7863477786762445,56.87656829539055,179.1537198540421
-0.7863477786762445,64.9529456343452,179.1537198540421
-0.7863477786762445,67.01607444081174,179.1537198540421
-0.7863477786762445,72.85942073354605,179.1537198540421
-0.7863477786762445,76.21007682085786,179.1537198540421
-0.7863477786762445,76.28604816576977,179.1537198540421
-0.7863477786762445,79.0952473444516,179.1537198540421
-0.7863477786762445,81.51176136730015,179.1537198540421
-0.7863477786762445,83.75813428354947,179.1537198540421
-0.7863477786762445,88.6510103787958,179.1537198540421
-0.7863477786762445,89.82616170455877,179.1537198540421
-0.7863477786762445,0.0,186.89344524861406
-0.7863477786762445,1.3058072655819544,186.89344524861406
-0.7863477786762445,15.032124429870244,186.89344524861406
-0.7863477786762445,21.790342278515187,186.89344524861406
-0.7863477786762445,28.3448432376915,186.89344524861406
-0.7863477786762445,31.427919388981753,186.89344524861406
-0.7863477786762445,34.40411513734946,186.89344524861406
-0.7863477786762445,37.634093253607105,186.89344524861406
-0.7863477786762445,42.146433490864645,186.89344524861406
-0.7863477786762445,48.16588941493232,186.89344524861406
-0.7863477786762445,51.22677193148639,186.89344524861406
-0.7863477786762445,51.70912915826938,186.89344524861406
-0.7863477786762445,56.223432336627745,186.89344524861406
-0.7863477786762445,56.87656829539055,186.89344524861406
-0.7863477786762445,61.896674610189535,186.89344524861406
-0.7863477786762445,64.81152076186775,186.89344524861406
-0.7863477786762445,64.9529456343452,186.89344524861406
-0.7863477786762445,67.01607444081174,186.89344524861406
-0.7863477786762445,69.8525230997197,186.89344524861406
-0.7863477786762445,72.85942073354605,186.89344524861406
-0.7863477786762445,76.28604816576977,186.89344524861406
-0.7863477786762445,83.75813428354947,186.89344524861406
-0.7863477786762445,84.51121065108913,186.89344524861406
-0.7863477786762445,88.6510103787958,186.89344524861406
-0.7863477786762445,89.82616170455877,186.89344524861406
-0.7863477786762445,1.3058072655819544,191.24165661305963
-0.7863477786762445,15.032124429870244,191.24165661305963
-0.7863477786762445,28.3448432376915,191.24165661305963
-0.7863477786762445,31.427919388981753,191.24165661305963
-0.7863477786762445,34.40411513734946,191.24165661305963
-0.7863477786762445,42.146433490864645,191.24165661305963
-0.7863477786762445,44.53210443258429,191.24165661305963
-0.7863477786762445,48.16588941493232,191.24165661305963
-0.7863477786762445,51.70912915826938,191.24165661305963
-0.7863477786762445,56.223432336627745,191.24165661305963
-0.7863477786762445,61.896674610189535,191.24165661305963
-0.7863477786762445,64.81152076186775,191.24165661305963
-0.7863477786762445,64.9529456343452,191.24165661305963
-0.7863477786762445,67.01607444081174,191.24165661305963
-0.7863477786762445,69.8525230997197,191.24165661305963
-0.7863477786762445,72.85942073354605,191.24165661305963
-0.7863477786762445,76.21007682085786,191.24165661305963
-0.7863477786762445,79.0952473444516,191.24165661305963
-0.7863477786762445,81.51176136730015,191.24165661305963
-0.7863477786762445,84.51121065108913,191.24165661305963
-0.7863477786762445,88.6510103787958,191.24165661305963
-0.7863477786762445,90.0,191.24165661305963
-0.7863477786762445,0.0,197.16227190057594
-0.7863477786762445,1.3058072655819544,197.16227190057594
-0.7863477786762445,15.032124429870244,197.16227190057594
-0.7863477786762445,21.790342278515187,197.16227190057594
-0.7863477786762445,28.3448432376915,197.16227190057594
-0.7863477786762445,31.427919388981753,197.16227190057594
-0.7863477786762445,34.40411513734946,197.16227190057594
-0.7863477786762445,37.634093253607105,197.16227190057594
-0.7863477786762445,42.146433490864645,197.16227190057594
-0.7863477786762445,44.53210443258429,197.16227190057594
-0.7863477786762445,51.22677193148639,197.16227190057594
-0.7863477786762445,56.223432336627745,197.16227190057594
-0.7863477786762445,56.87656829539055,197.16227190057594
-0.7863477786762445,61.896674610189535,197.16227190057594
-0.7863477786762445,64.81152076186775,197.16227190057594
-0.7863477786762445,64.9529456343452,197.16227190057594
-0.7863477786762445,67.01607444081174,197.16227190057594
-0.7863477786762445,69.8525230997197,197.16227190057594
-0.7863477786762445,72.85942073354605,197.16227190057594
-0.7863477786762445,76.21007682085786,197.16227190057594
-0.7863477786762445,76.28604816576977,197.16227190057594
-0.7863477786762445,79.0952473444516,197.16227190057594
-0.7863477786762445,83.75813428354947,197.16227190057594
-0.7863477786762445,84.51121065108913,197.16227190057594
-0.7863477786762445,88.6510103787958,197.16227190057594
-0.7863477786762445,90.0,197.16227190057594
-0.7863477786762445,15.032124429870244,198.76521954625912
-0.7863477786762445,21.790342278515187,198.76521954625912
-0.7863477786762445,28.3448432376915,198.76521954625912
-0.7863477786762445,34.40411513734946,198.76521954625912
-0.7863477786762445,42.146433490864645,198.76521954625912
-0.7863477786762445,48.16588941493232,198.76521954625912
-0.7863477786762445,51.70912915826938,198.76521954625912
-0.7863477786762445,61.896674610189535,198.76521954625912
-0.7863477786762445,64.81152076186775,198.76521954625912
-0.7863477786762445,64.9529456343452,198.76521954625912
-0.7863477786762445,67.01607444081174,198.76521954625912
-0.7863477786762445,69.8525230997197,198.76521954625912
-0.7863477786762445,72.85942073354605,198.76521954625912
-0.7863477786762445,79.0952473444516,198.76521954625912
-0.7863477786762445,83.75813428354947,198.76521954625912
-0.7863477786762445,84.51121065108913,198.76521954625912
-0.7863477786762445,88.6510103787958,198.76521954625912
-0.7863477786762445,89.82616170455877,198.76521954625912
-0.7863477786762445,90.0,198.76521954625912
-0.7863477786762445,0.0,199.6032862278332
-0.7863477786762445,1.3058072655819544,199.6032862278332
-0.7863477786762445,15.032124429870244,199.6032862278332
-0.7863477786762445,21.790342278515187,199.6032862278332
-0.7863477786762445,28.3448432376915,199.6032862278332
-0.7863477786762445,34.40411513734946,199.6032862278332
-0.7863477786762445,37.634093253607105,199.6032862278332
-0.7863477786762445,42.146433490864645,199.6032862278332
-0.7863477786762445,44.53210443258429,199.6032862278332
-0.7863477786762445,48.16588941493232,199.6032862278332
-0.7863477786762445,51.22677193148639,199.6032862278332
-0.7863477786762445,51.70912915826938,199.6032862278332
-0.7863477786762445,56.223432336627745,199.6032862278332
-0.7863477786762445,61.896674610189535,199.6032862278332
-0.7863477786762445,64.81152076186775,199.6032862278332
-0.7863477786762445,64.9529456343452,199.6032862278332
-0.7863477786762445,67.01607444081174,199.6032862278332
-0.7863477786762445,72.85942073354605,199.6032862278332
-0.7863477786762445,76.21007682085786,199.6032862278332
-0.7863477786762445,76.28604816576977,199.6032862278332
-0.7863477786762445,83.75813428354947,199.6032862278332
-0.7863477786762445,84.51121065108913,199.6032862278332
-0.7863477786762445,88.6510103787958,199.6032862278332
-0.7863477786762445,90.0,199.6032862278332
-0.7863477786762445,0.0,199.72335988626526
-0.7863477786762445,1.3058072655819544,199.72335988626526
-0.7863477786762445,15.032124429870244,199.72335988626526
-0.7863477786762445,21.790342278515187,199.72335988626526
-0.7863477786762445,28.3448432376915,199.72335988626526
-0.7863477786762445,31.427919388981753,199.72335988626526
-0.7863477786762445,42.146433490864645,199.72335988626526
-0.7863477786762445,51.22677193148639,199.72335988626526
-0.7863477786762445,51.70912915826938,199.72335988626526
-0.7863477786762445,56.87656829539055,199.72335988626526
-0.7863477786762445,61.896674610189535,199.72335988626526
-0.7863477786762445,67.01607444081174,199.72335988626526
-0.7863477786762445,69.8525230997197,199.72335988626526
-0.7863477786762445,76.21007682085786,199.72335988626526
-0.7863477786762445,76.28604816576977,199.72335988626526
-0.7863477786762445,81.51176136730015,199.72335988626526
-0.7863477786762445,83.75813428354947,199.72335988626526
-0.7863477786762445,84.51121065108913,199.72335988626526
-0.7863477786762445,89.82616170455877,199.72335988626526
-0.7863477786762445,28.3448432376915,2.973361517389317
-0.7863477786762445,31.427919388981753,2.973361517389317
-0.7863477786762445,37.634093253607105,2.973361517389317
-0.7863477786762445,42.146433490864645,2.973361517389317
-0.7863477786762445,51.22677193148639,2.973361517389317
-0.7863477786762445,51.70912915826938,2.973361517389317
-0.7863477786762445,56.223432336627745,2.973361517389317
-0.7863477786762445,56.87656829539055,2.973361517389317
-0.7863477786762445,61.896674610189535,2.973361517389317
-0.7863477786762445,64.81152076186775,2.973361517389317
-0.7863477786762445,67.01607444081174,2.973361517389317
-0.7863477786762445,69.8525230997197,2.973361517389317
-0.7863477786762445,72.85942073354605,2.973361517389317
-0.7863477786762445,76.21007682085786,2.973361517389317
-0.7863477786762445,76.28604816576977,2.973361517389317
-0.7863477786762445,79.0952473444516,2.973361517389317
-0.7863477786762445,84.51121065108913,2.973361517389317
-0.7863477786762445,89.82616170455877,2.973361517389317
-0.7863477786762445,90.0,2.973361517389317
-0.7863477786762445,0.0,227.06081538538328
-0.7863477786762445,1.3058072655819544,227.06081538538328
-0.7863477786762445,15.032124429870244,227.06081538538328
-0.7863477786762445,21.790342278515187,227.06081538538328
-0.7863477786762445,28.3448432376915,227.06081538538328
-0.7863477786762445,31.427919388981753,227.06081538538328
-0.7863477786762445,34.40411513734946,227.06081538538328
-0.7863477786762445,37.634093253607105,227.06081538538328
-0.7863477786762445,42.146433490864645,227.06081538538328
-0.7863477786762445,48.16588941493232,227.06081538538328
-0.7863477786762445,51.22677193148639,227.06081538538328
-0.7863477786762445,56.87656829539055,227.06081538538328
-0.7863477786762445,61.896674610189535,227.06081538538328
-0.7863477786762445,67.01607444081174,227.06081538538328
-0.7863477786762445,69.8525230997197,227.06081538538328
-0.7863477786762445,72.85942073354605,227.06081538538328
-0.7863477786762445,76.28604816576977,227.06081538538328
-0.7863477786762445,84.51121065108913,227.06081538538328
-0.7863477786762445,88.6510103787958,227.06081538538328
-0.7863477786762445,1.3058072655819544,24.93233729940723
-0.7863477786762445,15.032124429870244,24.93233729940723
-0.7863477786762445,21.790342278515187,24.93233729940723
-0.7863477786762445,31.427919388981753,24.93233729940723
-0.7863477786762445,34.40411513734946,24.93233729940723
-0.7863477786762445,37.634093253607105,24.93233729940723
-0.7863477786762445,42.146433490864645,24.93233729940723
-0.7863477786762445,44.53210443258429,24.93233729940723
-0.7863477786762445,48.16588941493232,24.93233729940723
-0.7863477786762445,51.22677193148639,24.93233729940723
-0.7863477786762445,56.223432336627745,24.93233729940723
-0.7863477786762445,56.87656829539055,24.93233729940723
-0.7863477786762445,61.896674610189535,24.93233729940723
-0.7863477786762445,64.81152076186775,24.93233729940723
-0.7863477786762445,67.01607444081174,24.93233729940723
-0.7863477786762445,69.8525230997197,24.93233729940723
-0.7863477786762445,76.21007682085786,24.93233729940723
-0.7863477786762445,76.28604816576977,24.93233729940723
-0.7863477786762445,81.51176136730015,24.93233729940723
-0.7863477786762445,83.75813428354947,24.93233729940723
-0.7863477786762445,88.6510103787958,24.93233729940723
-0.7863477786762445,89.82616170455877,24.93233729940723
-0.7863477786762445,90.0,24.93233729940723
-0.7863477786762445,0.0,254.5060075538187
-0.7863477786762445,1.3058072655819544,254.5060075538187
-0.7863477786762445,15.032124429870244,254.5060075538187
-0.7863477786762445,21.790342278515187,254.5060075538187
-0.7863477786762445,28.3448432376915,254.5060075538187
-0.7863477786762445,31.427919388981753,254.5060075538187
-0.7863477786762445,34.40411513734946,254.5060075538187
-0.7863477786762445,37.634093253607105,254.5060075538187
-0.7863477786762445,42.146433490864645,254.5060075538187
-0.7863477786762445,44.53210443258429,254.5060075538187
-0.7863477786762445,48.16588941493232,254.5060075538187
-0.7863477786762445,51.70912915826938,254.5060075538187
-0.7863477786762445,56.223432336627745,254.5060075538187
-0.7863477786762445,61.896674610189535,254.5060075538187
-0.7863477786762445,64.81152076186775,254.5060075538187
-0.7863477786762445,64.9529456343452,254.5060075538187
-0.7863477786762445,67.01607444081174,254.5060075538187
-0.7863477786762445,69.8525230997197,254.5060075538187
-0.7863477786762445,72.85942073354605,254.5060075538187
-0.7863477786762445,76.21007682085786,254.5060075538187
-0.7863477786762445,76.28604816576977,254.5060075538187
-0.7863477786762445,79.0952473444516,254.5060075538187
-0.7863477786762445,81.51176136730015,254.5060075538187
-0.7863477786762445,83.75813428354947,254.5060075538187
-0.7863477786762445,84.51121065108913,254.5060075538187
-0.7863477786762445,88.6510103787958,254.5060075538187
-0.7863477786762445,90.0,254.5060075538187
-0.7863477786762445,0.0,256.9848062745454
-0.7863477786762445,15.032124429870244,256.9848062745454
-0.7863477786762445,21.790342278515187,256.9848062745454
-0.7863477786762445,31.427919388981753,256.9848062745454
-0.7863477786762445,34.40411513734946,256.9848062745454
-0.7863477786762445,37.634093253607105,256.9848062745454
-0.7863477786762445,42.146433490864645,256.9848062745454
-0.7863477786762445,44.53210443258429,256.9848062745454
-0.7863477786762445,48.16588941493232,256.9848062745454
-0.7863477786762445,51.22677193148639,256.9848062745454
-0.7863477786762445,51.70912915826938,256.9848062745454
-0.7863477786762445,56.223432336627745,256.9848062745454
-0.7863477786762445,56.87656829539055,256.9848062745454
-0.7863477786762445,61.896674610189535,256.9848062745454
-0.7863477786762445,64.81152076186775,256.9848062745454
-0.7863477786762445,64.9529456343452,256.9848062745454
-0.7863477786762445,67.01607444081174,256.9848062745454
-0.7863477786762445,69.8525230997197,256.9848062745454
-0.7863477786762445,72.85942073354605,256.9848062745454
-0.7863477786762445,76.21007682085786,256.9848062745454
-0.7863477786762445,76.28604816576977,256.9848062745454
-0.7863477786762445,79.0952473444516,256.9848062745454
-0.7863477786762445,81.51176136730015,256.9848062745454
-0.7863477786762445,83.75813428354947,256.9848062745454
-0.7863477786762445,84.51121065108913,256.9848062745454
-0.7863477786762445,88.6510103787958,256.9848062745454
-0.7863477786762445,89.82616170455877,256.9848062745454
-0.7863477786762445,90.0,256.9848062745454
-0.7863477786762445,1.3058072655819544,263.73796694845026
-0.7863477786762445,15.032124429870244,263.73796694845026
-0.7863477786762445,28.3448432376915,263.73796694845026
-0.7863477786762445,31.427919388981753,263.73796694845026
-0.7863477786762445,34.40411513734946,263.73796694845026
-0.7863477786762445,37.634093253607105,263.73796694845026
-0.7863477786762445,42.146433490864645,263.73796694845026
-0.7863477786762445,44.53210443258429,263.73796694845026
-0.7863477786762445,51.22677193148639,263.73796694845026
-0.7863477786762445,51.70912915826938,263.73796694845026
-0.7863477786762445,56.87656829539055,263.73796694845026
-0.7863477786762445,64.9529456343452,263.73796694845026
-0.7863477786762445,69.8525230997197,263.73796694845026
-0.7863477786762445,72.85942073354605,263.73796694845026
-0.7863477786762445,76.21007682085786,263.73796694845026
-0.7863477786762445,76.28604816576977,263.73796694845026
-0.7863477786762445,79.0952473444516,263.73796694845026
-0.7863477786762445,84.51121065108913,263.73796694845026
-0.7863477786762445,88.6510103787958,263.73796694845026
-0.7863477786762445,89.82616170455877,263.73796694845026
-0.7863477786762445,90.0,263.73796694845026
-0.7863477786762445,0.0,267.9289460120427
-0.7863477786762445,1.3058072655819544,267.9289460120427
-0.7863477786762445,21.790342278515187,267.9289460120427
-0.7863477786762445,28.3448432376915,267.9289460120427
-0.7863477786762445,31.427919388981753,267.9289460120427
-0.7863477786762445,34.40411513734946,267.9289460120427
